# code;slog;name;alternateName;componentProductType;descriptionLongVerum;descriptionShortVerum;primaryImage;imagemThumbNail;otherImages;supercategories;approvalstatus;catalogversion
2480;ar-condicionado-split-teto-inverter-xpower-carrier-36000-btus-frio-220v-monofasico-42zqva36c5.html;Ar Condicionado Split Teto Inverter Xpower Carrier 36000 Btus Frio 220V Monofasico 42ZQVA36C5;Ar Condicionado Split Teto Inverter Xpower Carrier 36000 Btus Frio 220V Monofasico 42ZQVA36C5;Cond Vertical quadrada;O Split Teto Carrier é potente para climatizar locais grandes e a instalação da sua unidade externa não exige tanto espaço. O split pode ser instalado horizontalmente no teto. Seu fluído refrigerante R-410A atóxico, não é inflamável e não agride a camada de ozônio. O split Carrier tem flechas de longo alcance que climatiza todo o ambiente de maneira uniforme.;O ar split teto Carrier climatiza ambientes amplos com rapidez e economia. Ele é compacto e está com preço imperdível na CentralAr.com.;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2480/ar-condicionado-split-teto-inverter-xpower-carrier-36000-btus-frio-220v-monofasico-42zqva36c5_Fot2480_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2480/ar-condicionado-split-teto-inverter-xpower-carrier-36000-btus-frio-220v-monofasico-42zqva36c5_Fot2480_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2480/ar-condicionado-split-teto-inverter-xpower-carrier-36000-btus-frio-220v-monofasico-42zqva36c5_Fot2480_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2480/ar-condicionado-split-teto-inverter-xpower-carrier-36000-btus-frio-220v-monofasico-42zqva36c5_Fot2480_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2480/ar-condicionado-split-teto-inverter-xpower-carrier-36000-btus-frio-220v-monofasico-42zqva36c5_Fot2480_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2482;ar-condicionado-split-teto-inverter-xpower-carrier-54000-btus-frio-220v-monofasico-42zqva60c5.html;Ar Condicionado Split Teto Inverter Xpower Carrier 54000 Btus Frio 220V Monofasico 42ZQVA60C5;Ar Condicionado Split Teto Inverter Xpower Carrier 54000 Btus Frio 220V Monofasico 42ZQVA60C5;Cond Vertical quadrada;O Split Teto Carrier é potente para climatizar locais grandes e a instalação da sua unidade externa não exige tanto espaço. O split pode ser instalado horizontalmente no teto. Seu fluído refrigerante R-410A atóxico, não é inflamável e não agride a camada de ozônio. O split Carrier tem flechas de longo alcance que climatiza todo o ambiente de maneira uniforme.;O ar split teto Carrier climatiza ambientes amplos com rapidez e economia. Ele é compacto e está com preço imperdível na CentralAr.com.;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2482/ar-condicionado-split-teto-inverter-xpower-carrier-54000-btus-frio-220v-monofasico-42zqva60c5_Fot2482_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2482/ar-condicionado-split-teto-inverter-xpower-carrier-54000-btus-frio-220v-monofasico-42zqva60c5_Fot2482_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2482/ar-condicionado-split-teto-inverter-xpower-carrier-54000-btus-frio-220v-monofasico-42zqva60c5_Fot2482_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2482/ar-condicionado-split-teto-inverter-xpower-carrier-54000-btus-frio-220v-monofasico-42zqva60c5_Fot2482_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2482/ar-condicionado-split-teto-inverter-xpower-carrier-54000-btus-frio-220v-monofasico-42zqva60c5_Fot2482_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2482;ar-condicionado-split-teto-inverter-xpower-carrier-54000-btus-frio-220v-monofasico-42zqva60c5.html;Ar Condicionado Split Teto Inverter Xpower Carrier 54000 Btus Frio 220V Monofasico 42ZQVA60C5;Ar Condicionado Split Teto Inverter Xpower Carrier 54000 Btus Frio 220V Monofasico 42ZQVA60C5;Cond Vertical quadrada;O Split Teto Carrier é potente para climatizar locais grandes e a instalação da sua unidade externa não exige tanto espaço. O split pode ser instalado horizontalmente no teto. Seu fluído refrigerante R-410A atóxico, não é inflamável e não agride a camada de ozônio. O split Carrier tem flechas de longo alcance que climatiza todo o ambiente de maneira uniforme.;O ar split teto Carrier climatiza ambientes amplos com rapidez e economia. Ele é compacto e está com preço imperdível na CentralAr.com.;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2482/ar-condicionado-split-teto-inverter-xpower-carrier-54000-btus-frio-220v-monofasico-42zqva60c5_Fot2482_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2482/ar-condicionado-split-teto-inverter-xpower-carrier-54000-btus-frio-220v-monofasico-42zqva60c5_Fot2482_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2482/ar-condicionado-split-teto-inverter-xpower-carrier-54000-btus-frio-220v-monofasico-42zqva60c5_Fot2482_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2482/ar-condicionado-split-teto-inverter-xpower-carrier-54000-btus-frio-220v-monofasico-42zqva60c5_Fot2482_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/piso-teto/2482/ar-condicionado-split-teto-inverter-xpower-carrier-54000-btus-frio-220v-monofasico-42zqva60c5_Fot2482_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2484;ar-condicionado-split-cassete-inverter-carrier-36000-btus-frio-220v-monofasico-40kvcb36c5.html;Ar Condicionado Split Cassete Inverter Carrier 36000 Btus Frio 220V Monofasico 40KVCB36C5;Ar Condicionado Split Cassete Inverter Carrier 36000 Btus Frio 220V Monofasico 40KVCB36C5;Cond Vertical quadrada;O ar split cassete Carrier climatiza ambientes amplos com rapidez e economia. Ele tem controle remoto com display digital fácil de utilizar para configurar todo o modo de operação e temperatura. É um aparelho discreto que fica embutido no forro. Ele tem painel frontal removível, que facilita a manutenção dos componentes internos. O split cassete Carrier tem fluxo de ar em 360º com oito saídas de ar, distribuindo o ar uniformemente pelo ambiente.;O ar split cassete Carrier climatiza ambientes amplos com rapidez e economia. Ele é compacto e está com preço imperdível na CentralAr.com.;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2484/ar-condicionado-split-cassete-inverter-carrier-36000-btus-frio-220v-monofasico-40kvcb36c5_Fot2484_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2484/ar-condicionado-split-cassete-inverter-carrier-36000-btus-frio-220v-monofasico-40kvcb36c5_Fot2484_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2484/ar-condicionado-split-cassete-inverter-carrier-36000-btus-frio-220v-monofasico-40kvcb36c5_Fot2484_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2484/ar-condicionado-split-cassete-inverter-carrier-36000-btus-frio-220v-monofasico-40kvcb36c5_Fot2484_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2484/ar-condicionado-split-cassete-inverter-carrier-36000-btus-frio-220v-monofasico-40kvcb36c5_Fot2484_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2484;ar-condicionado-split-cassete-inverter-carrier-36000-btus-frio-220v-monofasico-40kvcb36c5.html;Ar Condicionado Split Cassete Inverter Carrier 36000 Btus Frio 220V Monofasico 40KVCB36C5;Ar Condicionado Split Cassete Inverter Carrier 36000 Btus Frio 220V Monofasico 40KVCB36C5;Cond Vertical quadrada;O ar split cassete Carrier climatiza ambientes amplos com rapidez e economia. Ele tem controle remoto com display digital fácil de utilizar para configurar todo o modo de operação e temperatura. É um aparelho discreto que fica embutido no forro. Ele tem painel frontal removível, que facilita a manutenção dos componentes internos. O split cassete Carrier tem fluxo de ar em 360º com oito saídas de ar, distribuindo o ar uniformemente pelo ambiente.;O ar split cassete Carrier climatiza ambientes amplos com rapidez e economia. Ele é compacto e está com preço imperdível na CentralAr.com.;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2484/ar-condicionado-split-cassete-inverter-carrier-36000-btus-frio-220v-monofasico-40kvcb36c5_Fot2484_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2484/ar-condicionado-split-cassete-inverter-carrier-36000-btus-frio-220v-monofasico-40kvcb36c5_Fot2484_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2484/ar-condicionado-split-cassete-inverter-carrier-36000-btus-frio-220v-monofasico-40kvcb36c5_Fot2484_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2484/ar-condicionado-split-cassete-inverter-carrier-36000-btus-frio-220v-monofasico-40kvcb36c5_Fot2484_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2484/ar-condicionado-split-cassete-inverter-carrier-36000-btus-frio-220v-monofasico-40kvcb36c5_Fot2484_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2485;ar-condicionado-split-cassete-inverter-carrier-48000-btus-frio-220v-monofasico-40kvcb48c5.html;Ar Condicionado Split Cassete Inverter Carrier 48000 Btus Frio 220V Monofasico 40KVCB48C5;Ar Condicionado Split Cassete Inverter Carrier 48000 Btus Frio 220V Monofasico 40KVCB48C5;Cond Vertical quadrada;O ar split cassete Carrier climatiza ambientes amplos com rapidez e economia. Ele tem controle remoto com display digital fácil de utilizar para configurar todo o modo de operação e temperatura. É um aparelho discreto que fica embutido no forro. Ele tem painel frontal removível, que facilita a manutenção dos componentes internos. O split cassete Carrier tem fluxo de ar em 360º com oito saídas de ar, distribuindo o ar uniformemente pelo ambiente.;O ar split cassete Carrier climatiza ambientes amplos com rapidez e economia. Ele é compacto e está com preço imperdível na CentralAr.com.;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2485/ar-condicionado-split-cassete-inverter-carrier-48000-btus-frio-220v-monofasico-40kvcb48c5_Fot2485_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2485/ar-condicionado-split-cassete-inverter-carrier-48000-btus-frio-220v-monofasico-40kvcb48c5_Fot2485_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2485/ar-condicionado-split-cassete-inverter-carrier-48000-btus-frio-220v-monofasico-40kvcb48c5_Fot2485_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2485/ar-condicionado-split-cassete-inverter-carrier-48000-btus-frio-220v-monofasico-40kvcb48c5_Fot2485_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2485/ar-condicionado-split-cassete-inverter-carrier-48000-btus-frio-220v-monofasico-40kvcb48c5_Fot2485_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2485;ar-condicionado-split-cassete-inverter-carrier-48000-btus-frio-220v-monofasico-40kvcb48c5.html;Ar Condicionado Split Cassete Inverter Carrier 48000 Btus Frio 220V Monofasico 40KVCB48C5;Ar Condicionado Split Cassete Inverter Carrier 48000 Btus Frio 220V Monofasico 40KVCB48C5;Cond Vertical quadrada;O ar split cassete Carrier climatiza ambientes amplos com rapidez e economia. Ele tem controle remoto com display digital fácil de utilizar para configurar todo o modo de operação e temperatura. É um aparelho discreto que fica embutido no forro. Ele tem painel frontal removível, que facilita a manutenção dos componentes internos. O split cassete Carrier tem fluxo de ar em 360º com oito saídas de ar, distribuindo o ar uniformemente pelo ambiente.;O ar split cassete Carrier climatiza ambientes amplos com rapidez e economia. Ele é compacto e está com preço imperdível na CentralAr.com.;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2485/ar-condicionado-split-cassete-inverter-carrier-48000-btus-frio-220v-monofasico-40kvcb48c5_Fot2485_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2485/ar-condicionado-split-cassete-inverter-carrier-48000-btus-frio-220v-monofasico-40kvcb48c5_Fot2485_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2485/ar-condicionado-split-cassete-inverter-carrier-48000-btus-frio-220v-monofasico-40kvcb48c5_Fot2485_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2485/ar-condicionado-split-cassete-inverter-carrier-48000-btus-frio-220v-monofasico-40kvcb48c5_Fot2485_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2485/ar-condicionado-split-cassete-inverter-carrier-48000-btus-frio-220v-monofasico-40kvcb48c5_Fot2485_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2491;ar-condicionado-split-cassete-onoff-carrier-36000-btus-frio-220v-monofasico-40kwqu36c5.html;Ar Condicionado Split Cassete On/off Carrier 36000 Btus Frio 220V Monofasico 40KWQU36C5;Ar Condicionado Split Cassete On/off Carrier 36000 Btus Frio 220V Monofasico 40KWQU36C5;Cond Vertical quadrada;O ar split cassete Carrier climatiza ambientes amplos com rapidez e economia. Ele tem controle remoto com display digital fácil de utilizar para configurar todo o modo de operação e temperatura. É um aparelho discreto que fica embutido no forro. Ele tem painel frontal removível, que facilita a manutenção dos componentes internos. O split cassete Carrier tem fluxo de ar em 360º com oito saídas de ar, distribuindo o ar uniformemente pelo ambiente.;O ar split cassete Carrier climatiza ambientes amplos com rapidez e economia. Ele é compacto e está com preço imperdível na CentralAr.com.;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2491/ar-condicionado-split-cassete-onoff-carrier-36000-btus-frio-220v-monofasico-40kwqu36c5_Fot2491_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2491/ar-condicionado-split-cassete-onoff-carrier-36000-btus-frio-220v-monofasico-40kwqu36c5_Fot2491_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2491/ar-condicionado-split-cassete-onoff-carrier-36000-btus-frio-220v-monofasico-40kwqu36c5_Fot2491_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2491/ar-condicionado-split-cassete-onoff-carrier-36000-btus-frio-220v-monofasico-40kwqu36c5_Fot2491_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2491/ar-condicionado-split-cassete-onoff-carrier-36000-btus-frio-220v-monofasico-40kwqu36c5_Fot2491_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2491;ar-condicionado-split-cassete-onoff-carrier-36000-btus-frio-220v-monofasico-40kwqu36c5.html;Ar Condicionado Split Cassete On/off Carrier 36000 Btus Frio 220V Monofasico 40KWQU36C5;Ar Condicionado Split Cassete On/off Carrier 36000 Btus Frio 220V Monofasico 40KWQU36C5;Cond Vertical quadrada;O ar split cassete Carrier climatiza ambientes amplos com rapidez e economia. Ele tem controle remoto com display digital fácil de utilizar para configurar todo o modo de operação e temperatura. É um aparelho discreto que fica embutido no forro. Ele tem painel frontal removível, que facilita a manutenção dos componentes internos. O split cassete Carrier tem fluxo de ar em 360º com oito saídas de ar, distribuindo o ar uniformemente pelo ambiente.;O ar split cassete Carrier climatiza ambientes amplos com rapidez e economia. Ele é compacto e está com preço imperdível na CentralAr.com.;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2491/ar-condicionado-split-cassete-onoff-carrier-36000-btus-frio-220v-monofasico-40kwqu36c5_Fot2491_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2491/ar-condicionado-split-cassete-onoff-carrier-36000-btus-frio-220v-monofasico-40kwqu36c5_Fot2491_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2491/ar-condicionado-split-cassete-onoff-carrier-36000-btus-frio-220v-monofasico-40kwqu36c5_Fot2491_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2491/ar-condicionado-split-cassete-onoff-carrier-36000-btus-frio-220v-monofasico-40kwqu36c5_Fot2491_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/carrier/cassete/2491/ar-condicionado-split-cassete-onoff-carrier-36000-btus-frio-220v-monofasico-40kwqu36c5_Fot2491_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2502;ar-condicionado-split-piso-teto-onoff-gree-37000-btus-frio-220v-monofasico-gu36zdadb.html;Ar Condicionado Split Piso Teto On/off Gree 37000 Btus Frio 220V Monofasico GU36ZD/ADB;Ar Condicionado Split Piso Teto On/off Gree 37000 Btus Frio 220V Monofasico GU36ZD/ADB;Cond Vertical quadrada;Ar-Condicionado Split Piso Teto Gree, é a solução ideal para climatização de ambientes, residenciais ou comerciais. Para qualquer situação específica que requeira resfriamento ou aquecimento as pessoas confiam nos produtos Gree, como produtos que garante soluções confiáveis e integradas em suas necessidades. Com a linha Piso teto On/off  você climatiza o seu ambiente com todo conforto e economia. Os produtos Gree contam com gás refrigerante R-410A ambientalmente confiável, funções para deixar o seu dia-a-dia mais prático e design moderno.;O ar split piso teto Gree 37000 BTUs é o mais econômico e silencioso. Você compra ele por um preço imbatível aqui na CentralAr.com.;https://cdn2.centralar.com.br/centralar/mds/produtos/gree/piso-teto/2502/ar-condicionado-split-piso-teto-onoff-gree-37000-btus-frio-220v-monofasico-gu36zdadb_Fot2502_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/gree/piso-teto/2502/ar-condicionado-split-piso-teto-onoff-gree-37000-btus-frio-220v-monofasico-gu36zdadb_Fot2502_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/gree/piso-teto/2502/ar-condicionado-split-piso-teto-onoff-gree-37000-btus-frio-220v-monofasico-gu36zdadb_Fot2502_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/gree/piso-teto/2502/ar-condicionado-split-piso-teto-onoff-gree-37000-btus-frio-220v-monofasico-gu36zdadb_Fot2502_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/gree/piso-teto/2502/ar-condicionado-split-piso-teto-onoff-gree-37000-btus-frio-220v-monofasico-gu36zdadb_Fot2502_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2502;ar-condicionado-split-piso-teto-onoff-gree-37000-btus-frio-220v-monofasico-gu36zdadb.html;Ar Condicionado Split Piso Teto On/off Gree 37000 Btus Frio 220V Monofasico GU36ZD/ADB;Ar Condicionado Split Piso Teto On/off Gree 37000 Btus Frio 220V Monofasico GU36ZD/ADB;Cond Vertical quadrada;Ar-Condicionado Split Piso Teto Gree, é a solução ideal para climatização de ambientes, residenciais ou comerciais. Para qualquer situação específica que requeira resfriamento ou aquecimento as pessoas confiam nos produtos Gree, como produtos que garante soluções confiáveis e integradas em suas necessidades. Com a linha Piso teto On/off  você climatiza o seu ambiente com todo conforto e economia. Os produtos Gree contam com gás refrigerante R-410A ambientalmente confiável, funções para deixar o seu dia-a-dia mais prático e design moderno.;O ar split piso teto Gree 37000 BTUs é o mais econômico e silencioso. Você compra ele por um preço imbatível aqui na CentralAr.com.;https://cdn2.centralar.com.br/centralar/mds/produtos/gree/piso-teto/2502/ar-condicionado-split-piso-teto-onoff-gree-37000-btus-frio-220v-monofasico-gu36zdadb_Fot2502_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/gree/piso-teto/2502/ar-condicionado-split-piso-teto-onoff-gree-37000-btus-frio-220v-monofasico-gu36zdadb_Fot2502_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/gree/piso-teto/2502/ar-condicionado-split-piso-teto-onoff-gree-37000-btus-frio-220v-monofasico-gu36zdadb_Fot2502_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/gree/piso-teto/2502/ar-condicionado-split-piso-teto-onoff-gree-37000-btus-frio-220v-monofasico-gu36zdadb_Fot2502_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/gree/piso-teto/2502/ar-condicionado-split-piso-teto-onoff-gree-37000-btus-frio-220v-monofasico-gu36zdadb_Fot2502_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2503;ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-frio-220v-monofasico-42mact09s5.html;Ar Condicionado Split Hw Inverter Airvolution Springer Midea 9000 Btus Frio 220V Monofasico 42MACT09S5;Ar Condicionado Split Hw Inverter Airvolution Springer Midea 9000 Btus Frio 220V Monofasico 42MACT09S5;Cond Vertical redonda;O ar-condicionado Split Springer Midea AirVolution Inverter traz conforto com praticidade e economia. O Sistema Inverter com a nova unidade externa AirVolution reduz o consumo de energia em até 60%, em modo normal, ou até 74%* na função Eco Noite. Ele também vem equipado com o filtro de íons de prata, que possui função antibacteriana, sendo altamente eficaz para vários tipos de bactérias com 90% de eficiência. Suas funções facilitam sua operação.;Na CentralAr.com você encontra o Split Inverter Airvolution Springer, potente para climatizar locais grandes e que não exige tanto espaço. Compre já o seu com economia.;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2503/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-frio-220v-monofasico-42mact09s5_Fot2503_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2503/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-frio-220v-monofasico-42mact09s5_Fot2503_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2503/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-frio-220v-monofasico-42mact09s5_Fot2503_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2503/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-frio-220v-monofasico-42mact09s5_Fot2503_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2503/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-frio-220v-monofasico-42mact09s5_Fot2503_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
2503;ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-frio-220v-monofasico-42mact09s5.html;Ar Condicionado Split Hw Inverter Airvolution Springer Midea 9000 Btus Frio 220V Monofasico 42MACT09S5;Ar Condicionado Split Hw Inverter Airvolution Springer Midea 9000 Btus Frio 220V Monofasico 42MACT09S5;Cond Vertical redonda;O ar-condicionado Split Springer Midea AirVolution Inverter traz conforto com praticidade e economia. O Sistema Inverter com a nova unidade externa AirVolution reduz o consumo de energia em até 60%, em modo normal, ou até 74%* na função Eco Noite. Ele também vem equipado com o filtro de íons de prata, que possui função antibacteriana, sendo altamente eficaz para vários tipos de bactérias com 90% de eficiência. Suas funções facilitam sua operação.;Na CentralAr.com você encontra o Split Inverter Airvolution Springer, potente para climatizar locais grandes e que não exige tanto espaço. Compre já o seu com economia.;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2503/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-frio-220v-monofasico-42mact09s5_Fot2503_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2503/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-frio-220v-monofasico-42mact09s5_Fot2503_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2503/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-frio-220v-monofasico-42mact09s5_Fot2503_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2503/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-frio-220v-monofasico-42mact09s5_Fot2503_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2503/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-frio-220v-monofasico-42mact09s5_Fot2503_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
2504;ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-quentefrio-220v-monofasico-42maqt09s5.html;Ar Condicionado Split Hw Inverter Airvolution Springer Midea 9000 Btus Quente/frio 220V Monofasico 42MAQT09S5;Ar Condicionado Split Hw Inverter Airvolution Springer Midea 9000 Btus Quente/frio 220V Monofasico 42MAQT09S5;Cond Vertical redonda;O ar-condicionado Split Springer Midea AirVolution Inverter traz conforto com praticidade e economia. O Sistema Inverter com a nova unidade externa AirVolution reduz o consumo de energia em até 60%, em modo normal, ou até 74%* na função Eco Noite. Ele também vem equipado com o filtro de íons de prata, que possui função antibacteriana, sendo altamente eficaz para vários tipos de bactérias com 90% de eficiência. Suas funções facilitam sua operação.;Na CentralAr.com você encontra o Split Inverter Airvolution Springer, potente para climatizar locais grandes e que não exige tanto espaço. Compre já o seu com economia.;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2504/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-quentefrio-220v-monofasico-42maqt09s5_Fot2504_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2504/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-quentefrio-220v-monofasico-42maqt09s5_Fot2504_1_Full.jpg;https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2504/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-quentefrio-220v-monofasico-42maqt09s5_Fot2504_2_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2504/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-quentefrio-220v-monofasico-42maqt09s5_Fot2504_3_Full.jpg,https://cdn2.centralar.com.br/centralar/mds/produtos/springer-midea/inverter/2504/ar-condicionado-split-hw-inverter-airvolution-springer-midea-9000-btus-quentefrio-220v-monofasico-42maqt09s5_Fot2504_4_Full.jpg;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
